,Incident Date,State,City Or County,Address,# Killed,# Injured
2004,"September 8, 2016",Tennessee,Nashville,Wildgrove Court,0,1
2005,"September 5, 2016",Kentucky,Lexington,Augusta Drive,0,1
2006,"August 30, 2016",Illinois,Chicago (Englewood),600 block of West 61st Place,0,1
2007,"August 30, 2016",Kentucky,Lexington,175 North Locust Hill Dr,0,1
2008,"August 29, 2016",Pennsylvania,Philadelphia,2100 block of South Etting Terr,0,2
2009,"August 28, 2016",Kansas,Hutchinson,300 block of East 11th Ave,0,1
2010,"August 28, 2016",Georgia,Savannah,1400 block of New Jersey St,0,1
2011,"August 19, 2016",Michigan,Detroit,Glastonbury Ave,0,1
2012,"August 15, 2016",Indiana,Michigan City,1107 Wabash St,0,1
2013,"August 14, 2016",Pennsylvania,Erie,200 block of W 20th St,0,1
2014,"August 12, 2016",Washington,Lake Stevens,13600 block of 12th Street Northeast,0,1
2015,"August 9, 2016",Pennsylvania,Harrisburg,2600 Woodlawn Street,0,1
2016,"August 7, 2016",Virginia,Portsmouth,100 block of Carol Lane,0,1
2017,"August 7, 2016",Texas,Texarkana,300 block of Breckenridge Street,0,1
2018,"August 4, 2016",Indiana,Terre Haute,,0,1
2019,"August 2, 2016",South Carolina,Coward,4312 Circle Drive,1,1
2020,"July 31, 2016",Michigan,Jackson,300 block of Moorman Drive,0,1
2021,"July 27, 2016",Texas,Fort Worth,3600 block of Hulen Park Circle,0,1
2022,"July 24, 2016",North Carolina,Rocky Mount,400 block of Ambler Avenue,0,1
2023,"July 21, 2016",Florida,Saint Petersburg,600 block of 44th Street South,0,1
2024,"July 20, 2016",Michigan,Kalamazoo,2100 block of Sunnyside Drive,0,1
2025,"July 15, 2016",Washington,Seattle,3400 block of 34 Ave S.,0,1
2026,"July 14, 2016",Michigan,Eastpointe,22385 Hayes Avenue,0,2
2027,"July 14, 2016",Colorado,Denver (Edgewater),,0,1
2028,"July 14, 2016",Kentucky,Lexington,Lindberg Drive,0,1
2029,"July 13, 2016",Kentucky,Louisville,3000 block of University Road,0,1
2030,"July 11, 2016",Alabama,Birmingham,1700 block of 28th Street Ensley,0,1
2031,"July 11, 2016",Nebraska,Omaha,4700 block of Fowler Avenue,0,1
2032,"July 7, 2016",New York,Niagara Falls,22nd Street and Forest Avenue,0,1
2033,"July 6, 2016",Florida,Saint Johns (Fruit Cove),1300 block of Lemonwood Road,0,1
2034,"July 6, 2016",New Jersey,Jersey City,Arlington Avenue,0,1
2035,"July 6, 2016",Ohio,Beachwood (Highland Hills),4053 Warrensville Center Rd,0,1
2036,"July 6, 2016",Pennsylvania,Philadelphia,Bloyd Street,0,1
2037,"July 4, 2016",Missouri,Kansas City,2000 block of Benton,0,1
2038,"July 4, 2016",New York,Buffalo,200 block of Dartmouth Avenue,0,1
2039,"July 2, 2016",Texas,Waco,3100 block of MacArthur Drive,0,1
2040,"June 30, 2016",Florida,Ocala,2432 Southwest 3rd Avenue,0,1
2041,"June 25, 2016",Iowa,Des Moines,400 block of Orchard Avenue,0,1
2042,"June 22, 2016",Louisiana,Metairie,900 block of Zinnia Avenue,0,1
2043,"June 18, 2016",Utah,Logan,,0,1
2044,"June 16, 2016",North Carolina,Winston Salem (Winston-salem),600 Peters Creek Parkway,0,1
2045,"June 16, 2016",Ohio,Columbus,2200 block of Cleveland Avenue,0,1
2046,"June 14, 2016",Delaware,Felton,Unit block of Weatherstone Lane,0,1
2047,"June 11, 2016",Louisiana,Shreveport,7008 Pines Rd,0,1
2048,"June 9, 2016",South Dakota,Frederick,,0,1
2049,"June 8, 2016",Florida,Apopka,Warren Sapp Drive and Monk Avenue,0,1
2050,"June 7, 2016",Ohio,Berlin Heights,7900 block of State Route 61 Ceylon Road,0,1
2051,"June 3, 2016",Maryland,Baltimore,2301 Gwynns Falls Pkwy,0,1
2052,"June 2, 2016",Delaware,Wilmington,700 block of S. Van Buren St,0,1
2053,"June 1, 2016",Florida,Pembroke Pines,8200 block of Northwest 10th Street,0,1
2054,"May 29, 2016",New Jersey,Jersey City,West Side Avenue,0,1
2055,"May 28, 2016",Kentucky,Olmstead,Olmstead Road,0,1
2056,"May 28, 2016",Ohio,Columbus,East 21st Avenue and Lexington,0,2
2057,"May 27, 2016",Ohio,Columbus,900 block of East 21st Avenue,0,2
2058,"May 25, 2016",Kentucky,Hickory,1434 Hickory Rd,0,1
2059,"May 25, 2016",Georgia,Atlanta,Cleveland Avenue and Old Hapeville Road,0,2
2060,"May 24, 2016",South Carolina,Bennettsville,Mill Street,0,1
2061,"May 20, 2016",Michigan,Sanilac (county),200 block of Ridge Road,0,1
2062,"May 19, 2016",Illinois,Chicago,1000 block of West 103rd Place,0,1
2063,"May 19, 2016",Michigan,Bay City,606 North Lincoln Street,0,1
2064,"May 18, 2016",South Dakota,Sioux Falls,2600 block of South Duluth Avenue,0,1
2065,"May 14, 2016",Indiana,Sharpsville,,0,1
2066,"May 13, 2016",Tennessee,Memphis,900 block of North Hollywood St.,0,1
2067,"May 13, 2016",South Carolina,Greenville,6630 Frontage Road,0,1
2068,"May 12, 2016",Tennessee,Memphis,877 Jefferson Street,0,1
2069,"May 12, 2016",Ohio,Cleveland (University Heights),Baintree Rd,0,1
2070,"May 7, 2016",Mississippi,Jackson,6100 block of Brown Street,0,1
2071,"May 4, 2016",Vermont,Waitsfield,Elkhorn Road,0,1
2072,"May 2, 2016",Texas,Dallas,3606 South Westmoreland Road,0,1
2073,"May 1, 2016",Vermont,Moretown,River Rd,0,1
2074,"April 30, 2016",Tennessee,Memphis,800 block of South Graham Street,0,1
2075,"April 29, 2016",Washington,Lakewood,9330 59th Ave. SE,0,1
2076,"April 29, 2016",South Carolina,Bluffton,,0,1
2077,"April 26, 2016",Ohio,Columbus,Skywae Drive,0,1
2078,"April 25, 2016",Indiana,Georgetown,6200 block of State Road 62,0,1
2079,"April 24, 2016",Texas,Lubbock,1900 block of 46th Street,0,1
2080,"April 24, 2016",Indiana,Georgetown,6200 block of State Road 62,0,1
2081,"April 23, 2016",Louisiana,New Orleans,7600 block of Downman Road,0,1
2082,"April 22, 2016",Illinois,Chicago,6900 block of South Paxton Avenue,0,1
2083,"April 21, 2016",Florida,Saint Augustine (St Augustine),22 Spring Street,0,1
2084,"April 20, 2016",California,West Point,1100 block of Bald Mountain Rd,1,0
2085,"April 20, 2016",New Jersey,Passaic,Gregory Avenue and Madison Street,0,1
2086,"April 16, 2016",Texas,Spring,Roth Forest Lane,0,1
2087,"April 15, 2016",Mississippi,Jackson,Hillside Drive,0,1
2088,"April 13, 2016",Kansas,Wichita,,0,2
2089,"April 13, 2016",Texas,Burnet (county),1200 block of County Road 304,0,1
2090,"April 12, 2016",Indiana,Gary,400 block of West 45th Avenue,0,1
2091,"April 11, 2016",Pennsylvania,Harrisburg (Steelton),1800 block of South 19th Street,0,1
2092,"April 10, 2016",Arkansas,Hot Springs National Park (Hot Springs),Hillsdale Terrace,0,1
2093,"April 10, 2016",Colorado,Weld (county),29000 block of Weld County Road 20,0,1
2094,"April 10, 2016",California,San Diego,5700 block of Elk Street,0,2
2095,"April 9, 2016",Massachusetts,Boston,Fernboro Street,0,1
2096,"April 9, 2016",Indiana,Gary,500 block of Madison Street,0,1
2097,"April 7, 2016",Massachusetts,Springfield,212 Plainfield Street,1,0
2098,"April 5, 2016",California,Fresno,Grant Avenue,0,1
2099,"April 1, 2016",North Carolina,Raleigh,3700 block of Macinac Island lane,0,1
2100,"March 30, 2016",Florida,Port Saint Lucie,200 block of SE Sims Cir,0,1
2101,"March 28, 2016",Tennessee,Memphis,Golden Park and Sandy Park,0,1
2102,"March 28, 2016",North Carolina,Rocky Mount,800 block of Nashville Road,0,1
2103,"March 24, 2016",Georgia,Macon,1300 block of Courtland Avenue,0,1
2104,"March 22, 2016",Wisconsin,River Falls,600 block of Foster Street,0,1
2105,"March 22, 2016",Ohio,Toledo,511 N. Miller St.,0,1
2106,"March 20, 2016",Kentucky,Cub Run,,0,1
2107,"March 19, 2016",Tennessee,Nashville,1500 block of Charlotte Avenue,0,1
2108,"March 19, 2016",Delaware,Wilmington,300 block of New Castle Ave,0,1
2109,"March 19, 2016",Texas,Levelland,1400 block of 12th Street,0,1
2110,"March 18, 2016",Georgia,Savannah,200 block of Avery Street,0,1
2111,"March 16, 2016",Virginia,Annandale,7800 block of Thor Drive,0,1
2112,"March 16, 2016",Illinois,East Moline,400 block of 14th Street,0,1
2113,"March 16, 2016",Illinois,Chicago,West 92nd and South Throop streets,0,1
2114,"March 16, 2016",Georgia,Savannah,2100 block of Florida Avenue,0,1
2115,"March 14, 2016",Tennessee,Chattanooga,1504 S Beech St,0,1
2116,"March 14, 2016",Maine,Calais,South Street,0,1
2117,"March 13, 2016",Virginia,Martinsville,400 block of Clearview Drive,0,1
2118,"March 12, 2016",Florida,Fort Mc Coy (Fort McCoy),1501 NE 231 Avenue,0,6
2119,"March 12, 2016",Pennsylvania,Dushore,Broschart Rd,0,1
2120,"March 10, 2016",Illinois,Chicago,9000 block of South Bishop Street,0,1
2121,"March 8, 2016",Florida,Largo,900 block of Starkey Road,0,1
2122,"March 3, 2016",Kentucky,Hickory (Viola),Kentucky 408 East,0,1
2123,"March 3, 2016",Illinois,Winchester,East Lewis St,0,1
2124,"February 29, 2016",Florida,Palatka,200 block of Benham Street,0,1
2125,"February 27, 2016",Arizona,Avondale,12200 block of West Mohave Street,0,2
2126,"February 27, 2016",North Carolina,Charlotte,Toddville Road,0,1
2127,"February 25, 2016",Ohio,Cleveland,9300 block of Kinsman Road,0,1
2128,"February 24, 2016",Nebraska,Omaha,12339 Cuming,0,1
2129,"February 23, 2016",Missouri,Saint Louis,900 block of Cass Avenue,0,1
2130,"February 21, 2016",Idaho,Rupert,624 F Street,0,1
2131,"February 21, 2016",Arizona,Phoenix,1700 block of West Tonto Street,0,1
2132,"February 21, 2016",New York,Geneva,County Road 6 and Armstrong Road,0,1
2133,"February 18, 2016",Arizona,Phoenix,51st Avenue and Thomas Road,0,1
2134,"February 17, 2016",Massachusetts,Fitchburg,31 Beech Street,0,1
2135,"February 12, 2016",Indiana,Evansville,S. Fares Ave.,0,1
2136,"February 9, 2016",Texas,San Antonio,3300 block of Rock Creek Run,0,1
2137,"February 7, 2016",Ohio,Dayton,1200 block of Rosedale Drive,0,1
2138,"February 7, 2016",Florida,Naples (Golden Gate),2100 block of 47th Avenue Northeast,0,1
2139,"February 6, 2016",Louisiana,New Orleans,2400 block of Mardi Gras Boulevard,0,1
2140,"February 6, 2016",North Carolina,Franklin,Rosemont Drive,0,1
2141,"February 4, 2016",Kansas,Abilene,N.W. 2nd and Cedar Street,0,1
2142,"February 4, 2016",Tennessee,Memphis,3500 block of Metropolitan Lane,0,1
2143,"January 30, 2016",Illinois,Chicago (Englewood),7200 block of South Paulina Street,0,1
2144,"January 29, 2016",Georgia,Oakwood,Candler Highway and Tanners Mill Road,0,1
2145,"January 28, 2016",Florida,Holiday,3300 block of Garfield Drive,0,1
2146,"January 27, 2016",Alabama,Bay Minette,,0,1
2147,"January 24, 2016",Virginia,Halifax (county),Hudson Road,0,1
2148,"January 21, 2016",Colorado,Pueblo,200 block of Bonnymede Road,0,1
2149,"January 21, 2016",Alaska,Wasilla,Mutiny Circle,0,1
2150,"January 20, 2016",Georgia,Gainesville,White Sulphur Road,0,1
2151,"January 18, 2016",Louisiana,Chalmette,2317 Pecan Drive,0,1
2152,"January 18, 2016",Arizona,Tempe,Broadway Road and Priest Drive,0,1
2153,"January 17, 2016",Georgia,Maysville,,0,1
2154,"January 17, 2016",Illinois,Chicago,8300 block of South Cottage Grove,0,1
2155,"January 16, 2016",Texas,Elm Mott,3600 block of Beheler Road,0,1
2156,"January 16, 2016",Illinois,Chicago,5500 block of West Adams Street,0,1
2157,"January 16, 2016",North Carolina,Winston Salem,3900 Thornaby Lane,0,1
2158,"January 16, 2016",Georgia,Augusta,2800 block of Washington Road,0,1
2159,"January 15, 2016",Florida,Jacksonville,Philips Highway and Baymeadows Road,0,1
2160,"January 14, 2016",Florida,Bradenton,3800 block of 10th Street Court East,0,1
2161,"January 13, 2016",Arkansas,Camden,401 Ouachita 88,0,1
2162,"January 13, 2016",Mississippi,Port Gibson,Brady Avenue,0,1
2163,"January 11, 2016",Florida,Jacksonville,8300 block of Baymeadows Road,0,1
2164,"January 7, 2016",Michigan,Jackson,Homewild Avenue,0,1
2165,"January 4, 2016",Tennessee,Memphis,1400 block of Briercrest Lane,2,1
2166,"January 3, 2016",Tennessee,Memphis,300 block of Gaston Avenue,0,1
2167,"January 3, 2016",Tennessee,Knoxville,400 block of South Hembree Street,0,1
2168,"January 2, 2016",Alabama,Mobile,3577 Dauphin Island Parkway,1,0
2169,"January 2, 2016",New Jersey,Paterson,Bergen Street,0,1
2170,"January 1, 2016",Nevada,Las Vegas,2000 block of Raspberry Hill Road,0,1
2171,"December 31, 2015",Ohio,Akron,800 block of East Crosier Street,0,1
2172,"December 28, 2015",California,Rancho Cucamonga,7429 Arbor Lane,0,1
2173,"December 27, 2015",California,Crows Landing,Marshall Road,0,1
2174,"December 26, 2015",Indiana,La Porte,5344 South Hupp Road,0,1
2175,"December 23, 2015",Louisiana,Baton Rouge,Jefferson Avenue,0,1
2176,"December 23, 2015",California,Poway,13550 Danielson St.,0,1
2177,"December 22, 2015",Georgia,Augusta,700 block of East Chapman Street,0,1
2178,"December 22, 2015",Kansas,Manhattan,200 block of East Park Road,0,1
2179,"December 20, 2015",Indiana,South Bend (Roseland),215 S Dixie Way,0,1
2180,"December 20, 2015",Missouri,Gainesville,MO Highway 5,0,1
2181,"December 19, 2015",Georgia,Atlanta (College Park),1700 block of Hilltop Way,0,1
2182,"December 17, 2015",West Virginia,Huntington,5300 block of Longwood Road,0,1
2183,"December 14, 2015",Texas,Gainesville,900 block of East Scott Street,0,1
2184,"December 10, 2015",Texas,Houston,5300 block of West Gulf Bank,0,1
2185,"December 10, 2015",Texas,San Antonio,8300 block of Shoal Creek,0,1
2186,"December 8, 2015",Massachusetts,Lanesboro (Hancock),,0,1
2187,"December 8, 2015",Alabama,Huntsville,Alaska Avenue,0,1
2188,"December 7, 2015",Illinois,Chicago,5100 block of South Emerald Avenue,0,1
2189,"December 5, 2015",California,Stockton,,0,1
2190,"December 2, 2015",Ohio,Lowell,Highland Ridge and OH 530,0,1
2191,"December 2, 2015",Michigan,Dowagiac,126 Front Street,0,1
2192,"November 29, 2015",Washington,Everett,12400 block of Admiralty Way,0,1
2193,"November 29, 2015",Michigan,Detroit,5900 block of Yorkshire,0,1
2194,"November 29, 2015",Wisconsin,West Sweden,,0,1
2195,"November 28, 2015",Georgia,Bogart,Rocky Branch Rd,0,1
2196,"November 28, 2015",Arizona,Casa Grande,9000 South Isom Road,0,1
2197,"November 28, 2015",California,Fresno,California and Maple avenues,0,1
2198,"November 26, 2015",Indiana,Evansville,6625 E Lloyd Expy,0,1
2199,"November 26, 2015",Virginia,Elliston,5100 block of Duke Lane,0,1
2200,"November 26, 2015",Indiana,Indianapolis,,0,1
2201,"November 25, 2015",Connecticut,Colchester,Middletown and Bigelow Road,0,1
2202,"November 25, 2015",Pennsylvania,Uniontown,114 Pershing Court,0,1
2203,"November 24, 2015",Ohio,Toledo,100 block of East Carleton,0,2
2204,"November 24, 2015",Louisiana,Baton Rouge,5000 block of Florida Street,0,1
2205,"November 23, 2015",Ohio,Marion,378 Nunin Court,0,1
2206,"November 22, 2015",Wisconsin,Stratford (Emmet),4900 block of Highway 153,0,1
2207,"November 21, 2015",Wisconsin,Rock (county),,0,1
2208,"November 21, 2015",New York,Cassadaga,Meadows Rd,0,1
2209,"November 21, 2015",Tennessee,Dunlap,Blue Sewanee Rd,0,1
2210,"November 21, 2015",Texas,Humble (Atascocita),18000 block of Yaupon Tr,1,0
2211,"November 21, 2015",Georgia,Jefferson,,0,1
2212,"November 17, 2015",Indiana,Portland,1600 block of N 600 E,0,1
2213,"November 17, 2015",Illinois,Chicago,8600 block of South Aberdeen Avenue,0,1
2214,"November 15, 2015",Oklahoma,Jay,E 310 Rd and S 685 Rd,0,1
2215,"November 14, 2015",Oregon,Lebanon,500 block N. Santiam Highway,0,1
2216,"November 12, 2015",Alabama,Birmingham,600 block of Cambridge Street,0,1
2217,"November 12, 2015",Texas,Midland,Neely Avenue,0,1
2218,"November 11, 2015",Texas,Killeen,619 BIshop Drive,0,1
2219,"November 10, 2015",Connecticut,Windham,64 Windham Center Road,0,1
2220,"November 8, 2015",New York,Middleport,9400 block of Townline Rd,0,1
2221,"November 7, 2015",Oklahoma,Woodward,,0,1
2222,"November 1, 2015",Ohio,Dayton,811 Oldfield Pl,0,1
2223,"October 31, 2015",North Carolina,Zionville,700 block of Camp Joy Road,0,1
2224,"October 31, 2015",Tennessee,Memphis,1600 block of East Holmes Road,0,2
2225,"October 30, 2015",Texas,Port Arthur,3280 Central Mall Blvd.,0,1
2226,"October 30, 2015",New York,Staten Island,67 Covington Circle,0,1
2227,"October 25, 2015",Mississippi,Vancleave,2501 Carter Homestead Rd.,0,1
2228,"October 25, 2015",Arizona,Tonopah,299th Avenue and Roosevelt,0,1
2229,"October 25, 2015",Florida,Orlando,4614 Alrix Drive,0,2
2230,"October 25, 2015",Tennessee,Harrison,6800 block of Buck Trail Dr,0,1
2231,"October 25, 2015",Tennessee,Harrison,Buck Trail Drive,0,1
2232,"October 24, 2015",Kentucky,Hopkinsville,Bethel Street,0,1
2233,"October 20, 2015",Washington,Lakewood (Joint Base Lewis Mcchord),150th St. SW and Woodbrook Dr. S.,1,0
2234,"October 19, 2015",Florida,Tallahassee,Miccosukee and Magnolia,0,1
2235,"October 17, 2015",Louisiana,La Place (Laplace),8800 block of Houma Dr,0,1
2236,"October 17, 2015",South Dakota,Letcher,,0,1
2237,"October 10, 2015",Alabama,Tuscaloosa,13000 block of North Rosser Road,0,1
2238,"October 7, 2015",California,Antioch,,0,1
2239,"October 6, 2015",Ohio,Toledo,1200 block of Buckingham Street,0,1
2240,"October 2, 2015",Oklahoma,Oklahoma City,S.E. 80th and Sooner Rd.,0,1
2241,"October 2, 2015",Ohio,Cleveland,East 102nd Street and St. Clair Avenue,0,1
2242,"October 2, 2015",Alabama,Birmingham (Hoover),2250 Little Valley Rd,0,1
2243,"October 1, 2015",Kentucky,Elkton,303 West Shelby Street,0,1
2244,"September 28, 2015",Texas,Corpus Christi,3300 block of South Alameda Street,0,1
2245,"September 27, 2015",Texas,Pollok,,0,1
2246,"September 24, 2015",Ohio,Cleveland,East 70th Street and Wade Park Avenue,0,1
2247,"September 22, 2015",Georgia,Macon,,0,1
2248,"September 21, 2015",Alabama,Birmingham,Sundale Drive,0,1
2249,"September 20, 2015",Ohio,Dayton,Coulson Drive,0,1
2250,"September 20, 2015",Utah,Ogden,100 North block of Pingree Ave,0,1
2251,"September 18, 2015",Indiana,Muncie,700 block of South Elm Street,0,1
2252,"September 17, 2015",Ohio,Kidron,,0,1
2253,"September 17, 2015",Ohio,Kidron,,0,1
2254,"September 14, 2015",Oklahoma,Tulsa,7300 block of East Jasper Street,0,1
2255,"September 14, 2015",Michigan,Romeo (Bruce Township),,0,1
2256,"September 13, 2015",Indiana,Richmond,300 block of South Seventh Street,0,1
2257,"September 13, 2015",Texas,Rockwall,2700 block of Faircrest Drive,0,1
2258,"September 12, 2015",Ohio,Clark (county),3300 block of Laura Lane,0,1
2259,"September 11, 2015",New York,Arverne (Queens),22-04 Collier Avenue,1,0
2260,"September 8, 2015",Illinois,Peoria,2100 block of West Starr Street,1,0
2261,"September 6, 2015",Iowa,Allamakee (county),Hickory Creek Road,0,1
2262,"September 6, 2015",Florida,Fort Myers,100 block of Lucille Avenue,0,1
2263,"September 6, 2015",Louisiana,Lafayette,2401 N.W. Evangeline Thwy,0,1
2264,"September 5, 2015",Pennsylvania,Harrisburg,Verbeke Street,0,1
2265,"September 1, 2015",Florida,Orlando (Pine Hills),,0,1
2266,"August 29, 2015",Ohio,Bellefontaine,804 West Patterson Avenue,0,1
2267,"August 24, 2015",Ohio,Cincinnati (North College Hill),1900 block of Goodman Avenue,0,1
2268,"August 22, 2015",New Jersey,Mount Laurel,3300 block of Marne Highway,0,1
2269,"August 22, 2015",Alaska,Anchorage,2500 block of Kona Lane,0,1
2270,"August 21, 2015",Idaho,Mountain Home,,0,1
2271,"August 21, 2015",Indiana,Brooklyn,,0,1
2272,"August 19, 2015",California,Garden Grove,14000 block of Hope Street,0,1
2273,"August 19, 2015",Pennsylvania,Pittsburgh,2600 block of Perrysville Avenue,0,1
2274,"August 18, 2015",Texas,San Angelo,1802 Beacon Street,0,1
2275,"August 14, 2015",Indiana,Peru,901 Apache Drive,0,1
2276,"August 14, 2015",Tennessee,Greeneville,2733 Poplar Springs Road,0,1
2277,"August 13, 2015",Alaska,Delta Junction,,0,1
2278,"August 12, 2015",Kansas,Wichita,2000 block of West Rita,0,1
2279,"August 8, 2015",Florida,Boca Raton,3100 Airport Road,0,1
2280,"August 4, 2015",West Virginia,Charleston (Cross Lanes),100 Drexel Place,0,1
2281,"August 4, 2015",Illinois,Chicago,6700 block of South Western Avenue,0,1
2282,"August 4, 2015",Missouri,Park Hills,6100 block of Glore Road,0,1
2283,"August 4, 2015",Tennessee,Chattanooga,Hughes Avenue,0,1
2284,"August 3, 2015",New Jersey,Millville,700 block of Mulberry Street,0,1
2285,"August 2, 2015",Florida,Fort Lauderdale (Davie),7791 N.W. 34th St,0,1
2286,"July 31, 2015",Tennessee,Nashville,Hampton Street,0,1
2287,"July 30, 2015",Alabama,Birmingham,5000 block of Avenue N,0,1
2288,"July 30, 2015",Arkansas,White (county),N. Vinity Road,0,1
2289,"July 29, 2015",South Carolina,Duncan,Sunny Ray Drive,0,1
